id,status_pred,prob
55761,0,0.0894
55762,0,0.2415
55763,0,0.0723
55764,0,0.2618
55765,1,0.8054
55766,1,0.6353
55767,1,0.9669
55768,0,0.0713
55769,0,0.1977
55770,1,0.5346
55771,0,0.0408
55772,1,0.8221
55773,0,0.0741
55774,1,0.9573
55775,0,0.1238
55776,0,0.4664
55777,1,0.5942
55778,0,0.1813
55779,1,0.8339
55780,0,0.2434
55781,0,0.0854
55782,1,0.8423
55783,0,0.041
55784,0,0.0366
55785,0,0.2403
55786,0,0.023
55787,1,0.6294
55788,0,0.4445
55789,0,0.029
55790,1,0.9186
55791,0,0.242
55792,0,0.0268
55793,0,0.1788
55794,0,0.0446
55795,0,0.474
55796,1,0.5597
55797,1,0.9098
55798,0,0.4362
55799,0,0.0129
55800,0,0.3452
55801,0,0.3006
55802,0,0.0002
55803,0,0.3984
55804,0,0.013
55805,0,0.0884
55806,1,0.8373
55807,1,0.8375
55808,1,0.5581
55809,1,0.7851
55810,0,0.3329
55811,0,0.3228
55812,0,0.0091
55813,1,0.7875
55814,0,0.0457
55815,1,0.6312
55816,1,0.6538
55817,0,0.0978
55818,0,0.3335
55819,0,0.0006
55820,1,0.8362
55821,0,0.1128
55822,1,0.6309
55823,0,0.1031
55824,0,0.0178
55825,0,0.0071
55826,0,0.0004
55827,0,0.3575
55828,0,0.0725
55829,0,0.4061
55830,1,0.8731
55831,0,0.2104
55832,0,0.0091
55833,0,0.1692
55834,1,0.6221
55835,1,0.6904
55836,0,0.0884
55837,1,0.7304
55838,0,0.1081
55839,0,0.2979
55840,0,0.073
55841,1,0.869
55842,0,0.1979
55843,0,0.0574
55844,0,0.256
55845,0,0.3257
55846,1,0.7847
55847,0,0.4678
55848,1,0.9696
55849,0,0.1396
55850,0,0.035
55851,0,0.0908
55852,0,0.0292
55853,0,0.0713
55854,1,0.7596
55855,0,0.436
55856,1,0.739
55857,1,0.7323
55858,1,0.7437
55859,0,0.0411
55860,1,0.8518
55861,0,0.0428
55862,1,0.8285
55863,1,0.5427
55864,0,0.388
55865,1,0.8836
55866,0,0.0626
55867,0,0.0118
55868,1,0.5061
55869,1,0.758
55870,0,0.0347
55871,0,0.259
55872,0,0.0495
55873,1,0.7541
55874,0,0.0978
55875,0,0.2504
55876,0,0.3181
55877,0,0.0007
55878,0,0.0367
55879,0,0.063
55880,0,0.0002
55881,1,0.8924
55882,0,0.0079
55883,0,0.1175
55884,0,0.0662
55885,0,0.0415
55886,1,0.8641
55887,0,0.0544
55888,0,0.0225
55889,0,0.2095
55890,0,0.1154
55891,0,0.0046
55892,1,0.88
55893,1,0.8963
55894,1,0.508
55895,0,0.006
55896,0,0.1237
55897,0,0.0798
55898,0,0.0857
55899,0,0.067
55900,1,0.7924
55901,0,0.0145
55902,0,0.4603
55903,1,0.878
55904,0,0.0967
55905,0,0.0381
55906,1,0.9265
55907,0,0.014
55908,0,0.0044
55909,0,0.2919
55910,0,0.0321
55911,1,0.5557
55912,0,0.2887
55913,1,0.8681
55914,1,0.8251
55915,0,0.0807
55916,0,0.1206
55917,1,0.564
55918,1,0.6213
55919,1,0.7836
55920,0,0.0161
55921,0,0.078
55922,0,0.1196
55923,0,0.1783
55924,1,0.7294
55925,0,0.2342
55926,0,0.3449
55927,1,0.5293
55928,1,0.5172
55929,0,0.0044
55930,1,0.7498
55931,0,0.2316
55932,0,0.0556
55933,1,0.5375
55934,1,0.9402
55935,0,0.4411
55936,0,0.0524
55937,0,0.1247
55938,0,0.0024
55939,1,0.6208
55940,0,0.0982
55941,0,0.2794
55942,0,0.0011
55943,0,0.0584
55944,0,0.3723
55945,0,0.407
55946,1,0.7149
55947,0,0.0004
55948,0,0.2501
55949,1,0.965
55950,1,0.5664
55951,0,0.0533
55952,1,0.6792
55953,1,0.7007
55954,1,0.9579
55955,0,0.0581
55956,0,0.4424
55957,0,0.2294
55958,0,0.2592
55959,0,0.2596
55960,0,0.4602
55961,0,0.2054
55962,0,0.2419
55963,1,0.5486
55964,1,0.8843
55965,1,0.511
55966,0,0.1239
55967,0,0.166
55968,0,0.042
55969,0,0.3954
55970,0,0.0695
55971,1,0.9286
55972,0,0.0847
55973,0,0.0895
55974,0,0.2863
55975,1,0.8616
55976,1,0.6468
55977,0,0.0674
55978,0,0.0465
55979,0,0.4522
55980,1,0.6915
55981,0,0.0077
55982,0,0.0219
55983,0,0.0002
55984,0,0.0627
55985,0,0.0337
55986,1,0.7765
55987,0,0.3635
55988,0,0.1596
55989,1,0.9616
55990,1,0.576
55991,1,0.7284
55992,1,0.5602
55993,1,0.7428
55994,0,0.2523
55995,1,0.7685
55996,0,0.3997
55997,0,0.1549
55998,1,0.8513
55999,0,0.4484
56000,0,0.2769
56001,0,0.0045
56002,1,0.6217
56003,1,0.6334
56004,1,0.7801
56005,0,0.2243
56006,1,0.9473
56007,1,0.7652
56008,0,0.1276
56009,1,0.762
56010,1,0.907
56011,1,0.9358
56012,1,0.6874
56013,0,0.125
56014,0,0.0856
56015,0,0.2049
56016,1,0.7557
56017,0,0.1577
56018,0,0.3743
56019,0,0.0632
56020,0,0.4495
56021,1,0.6322
56022,1,0.9039
56023,0,0.0568
56024,1,0.9083
56025,0,0.4085
56026,0,0.2782
56027,0,0.0551
56028,0,0.0227
56029,1,0.5654
56030,0,0.0127
56031,0,0.2499
56032,0,0.2747
56033,0,0.1327
56034,1,0.6441
56035,1,0.7176
56036,1,0.8999
56037,1,0.7461
56038,0,0.0244
56039,0,0.0537
56040,1,0.6975
56041,0,0.2299
56042,0,0.0014
56043,0,0.2627
56044,1,0.7364
56045,0,0.0728
56046,0,0.17
56047,0,0.0003
56048,0,0.1618
56049,0,0.1457
56050,0,0.15
56051,0,0.0984
56052,0,0.0921
56053,1,0.8643
56054,0,0.1353
56055,1,0.9462
56056,0,0.1528
56057,0,0.041
56058,1,0.8247
56059,0,0.0052
56060,0,0.1579
56061,1,0.8353
56062,0,0.3762
56063,0,0.2875
56064,0,0.2704
56065,0,0.1654
56066,0,0.0407
56067,0,0.031
56068,0,0.1905
56069,1,0.863
56070,0,0.4445
56071,0,0.0082
56072,0,1e-04
56073,0,0.1531
56074,1,0.5372
56075,1,0.9707
56076,1,0.6983
56077,0,0.0769
56078,0,0.1871
56079,1,0.701
56080,1,0.9415
56081,0,0.0478
56082,1,0.9553
56083,0,0.1891
56084,0,0.4811
56085,1,0.5357
56086,0,0.4123
56087,1,0.9532
56088,1,0.9875
56089,0,0.1331
56090,0,0.0555
56091,0,0.02
56092,1,0.8201
56093,0,0.2064
56094,1,0.796
56095,0,0.195
56096,1,0.6524
56097,0,0.0051
56098,1,0.8723
56099,0,1e-04
56100,1,0.6044
56101,0,0.0758
56102,1,0.9501
56103,1,0.7473
56104,0,0.0355
56105,1,0.8909
56106,0,0.0379
56107,0,0.0123
56108,1,0.7197
56109,0,0.1276
56110,1,0.9738
56111,1,0.9303
56112,0,0.1885
56113,0,0.0002
56114,1,0.9682
56115,1,0.7792
56116,1,0.841
56117,0,0.0109
56118,0,0.4601
56119,0,0.1046
56120,0,0.0593
56121,0,0.107
56122,0,0.3376
56123,1,0.8514
56124,0,0.4194
56125,1,0.8706
56126,1,0.633
56127,1,0.9751
56128,0,0.0238
56129,0,0.036
56130,1,0.8715
56131,0,0.0052
56132,1,0.9449
56133,0,0.2698
56134,0,0.1418
56135,1,0.596
56136,0,0.0285
56137,1,0.5155
56138,0,0.2149
56139,1,0.5654
56140,0,0.0764
56141,0,0.0768
56142,1,0.6592
56143,0,0.3232
56144,0,0.3174
56145,1,0.9814
56146,0,0.1414
56147,0,0.1307
56148,0,0.0172
56149,0,0.1903
56150,0,0.1904
56151,0,0.0062
56152,0,0.0182
56153,0,0.0002
56154,0,0.0031
56155,0,0.0123
56156,1,0.7987
56157,0,0.0088
56158,0,0.0529
56159,1,0.8944
56160,0,0.1219
56161,1,0.7713
56162,0,0.1406
56163,0,0.0377
56164,0,0.0903
56165,0,0.3124
56166,1,0.7264
56167,0,0.0534
56168,1,0.9564
56169,0,0.0551
56170,0,0.0533
56171,0,0.332
56172,0,0.0564
56173,0,0.4222
56174,1,0.7916
56175,0,0.0029
56176,1,0.7646
56177,1,0.9732
56178,0,0.3852
56179,0,0.0794
56180,0,0.0139
56181,1,0.8698
56182,0,0.0492
56183,0,0.1218
56184,0,0.042
56185,0,0.2083
56186,1,0.6004
56187,0,0.1593
56188,0,0.001
56189,1,0.828
56190,0,0.0214
56191,1,0.554
56192,0,0.2026
56193,0,0.3132
56194,0,0.0198
56195,0,0.0807
56196,0,0.1341
56197,1,0.9339
56198,0,0.0057
56199,0,0.2389
56200,0,0.0311
56201,1,0.8363
56202,1,0.8861
56203,1,0.5826
56204,0,0.375
56205,1,0.8334
56206,0,0.4708
56207,1,0.8812
56208,0,0.2505
56209,0,0.4041
56210,0,0.0519
56211,1,0.7407
56212,1,0.7572
56213,0,0.2557
56214,1,0.8628
56215,0,0.0523
56216,1,0.6281
56217,0,0.2889
56218,0,0.1218
56219,1,0.5397
56220,0,0.1911
56221,0,0.0622
56222,0,0.0081
56223,0,0.371
56224,0,0.3542
56225,1,0.9198
56226,0,0.106
56227,1,0.946
56228,1,0.5846
56229,1,0.6868
56230,0,0.1467
56231,1,0.834
56232,0,0.2682
56233,0,0.0004
56234,1,0.934
56235,0,0.062
56236,0,0.3977
56237,1,0.5164
56238,1,0.5049
56239,0,0.1271
56240,0,0.0103
56241,0,0.219
56242,0,0.1162
56243,0,0.4023
56244,0,0.1822
56245,0,0.0785
56246,0,0.0323
56247,1,0.8551
56248,1,0.7429
56249,1,0.7542
56250,0,0.0777
56251,0,0.2645
56252,1,0.6118
56253,1,0.5801
56254,0,0.3517
56255,0,0.0571
56256,1,0.7963
56257,1,0.503
56258,0,0.2419
56259,0,0.0017
56260,0,0.0381
56261,0,0.0642
56262,0,0.1466
56263,1,0.714
56264,0,0.1899
56265,1,0.8643
56266,0,0.0611
56267,1,0.9938
56268,0,0.2365
56269,0,0.0013
56270,1,0.9486
56271,1,0.8166
56272,1,0.8569
56273,0,0.2835
56274,1,0.7345
56275,0,0.0509
56276,0,0.0889
56277,0,0.0242
56278,0,0.0728
56279,1,0.8317
56280,0,0.0511
56281,0,0.0445
56282,1,0.6394
56283,0,0.1911
56284,0,0.0003
56285,0,0.3425
56286,0,0.0687
56287,1,0.9457
56288,1,0.5633
56289,0,0.1256
56290,1,0.8412
56291,0,0.1705
56292,0,0.0644
56293,1,0.9929
56294,0,0.0046
56295,0,0.4147
56296,0,0.0081
56297,0,0.0033
56298,0,0.2517
56299,0,0.0745
56300,0,0.3472
56301,0,0.0003
56302,1,0.5044
56303,0,0.2103
56304,0,0.1234
56305,0,0.0475
56306,1,0.8753
56307,0,0.0175
56308,1,0.8329
56309,1,0.6719
56310,1,0.9224
56311,1,0.9808
56312,0,0.1422
56313,0,1e-04
56314,0,0.0103
56315,1,0.7369
56316,0,0.0947
56317,0,0.2621
56318,0,0.1977
56319,0,0.0497
56320,1,0.5623
56321,0,0.0867
56322,1,0.9646
56323,0,0.1185
56324,0,0.2269
56325,1,0.871
56326,0,0.4996
56327,0,0.0664
56328,1,0.7461
56329,0,0.2271
56330,1,0.8436
56331,0,0.0224
56332,1,0.5763
56333,0,0.1133
56334,1,0.8578
56335,0,0.0396
56336,0,0.159
56337,1,0.9411
56338,0,0.0323
56339,0,0.0253
56340,0,1e-04
56341,0,0.0437
56342,0,0.0321
56343,1,0.5101
56344,1,0.8787
56345,0,0.0912
56346,0,0.1252
56347,1,0.6329
56348,0,0.0237
56349,0,0.0714
56350,1,0.6853
56351,0,0.1907
56352,0,0.0004
56353,0,0.1476
56354,0,0.2159
56355,0,0.2791
56356,0,0.4022
56357,1,0.9616
56358,0,0.0542
56359,1,0.5757
56360,0,0.3928
56361,1,0.8645
56362,0,0.0784
56363,0,0.4404
56364,1,0.8235
56365,0,0.2565
56366,1,0.8865
56367,0,0.1803
56368,1,0.5669
56369,0,0.3271
56370,1,0.9238
56371,0,0.2
56372,0,0.0804
56373,1,0.8419
56374,0,0.2512
56375,0,0.1399
56376,0,0.0469
56377,1,0.9732
56378,1,0.8817
56379,0,0.1331
56380,1,0.8148
56381,0,0.0251
56382,1,0.9255
56383,1,0.5705
56384,0,0.2706
56385,1,0.5486
56386,0,0.0502
56387,0,0.4027
56388,0,0.284
56389,1,0.8703
56390,0,0.0898
56391,1,0.8076
56392,1,0.9957
56393,0,0.138
56394,0,0.1454
56395,0,0.4589
56396,1,0.5973
56397,0,0.0588
56398,0,0.0091
56399,1,0.8902
56400,1,0.6031
56401,1,0.7403
56402,0,0.3089
56403,0,0.0489
56404,0,0.0242
56405,0,0.0336
56406,0,0.0002
56407,1,0.6696
56408,0,0.0178
56409,1,0.96
56410,1,0.9297
56411,0,0.1474
56412,1,0.6335
56413,1,0.7853
56414,0,0.2392
56415,0,0.027
56416,1,0.9909
56417,0,0.0592
56418,0,0.0131
56419,0,0.2285
56420,0,0.1046
56421,0,0.2746
56422,0,0.0429
56423,1,0.6577
56424,1,0.92
56425,0,0.0924
56426,1,0.7753
56427,1,0.6485
56428,1,0.7918
56429,0,0.0937
56430,0,0.1579
56431,0,0.0643
56432,1,0.8015
56433,0,0.4097
56434,0,0.2187
56435,1,0.8929
56436,1,0.7948
56437,1,0.6015
56438,1,0.8972
56439,0,0.0007
56440,1,0.9484
56441,0,0.0158
56442,0,0.3914
56443,0,0.0281
56444,1,0.8533
56445,0,0.3521
56446,0,0.3084
56447,0,0.0004
56448,0,0.0178
56449,0,0.332
56450,1,0.5863
56451,1,0.5995
56452,0,0.3957
56453,0,0.444
56454,0,0.3496
56455,0,0.2143
56456,1,0.9791
56457,0,0.2357
56458,1,0.8576
56459,0,0.0059
56460,0,0.2318
56461,0,0.0708
56462,0,0.0086
56463,0,1e-04
56464,0,0.0128
56465,0,0.0007
56466,0,0.2292
56467,0,0.1228
56468,1,0.6537
56469,0,0.0455
56470,0,0.416
56471,0,0.0716
56472,0,0.1548
56473,0,0.1852
56474,1,0.5359
56475,1,0.901
56476,1,0.6834
56477,0,0.0249
56478,1,0.7618
56479,0,0.1541
56480,1,0.6435
56481,1,0.6789
56482,0,0.0304
56483,1,0.8871
56484,1,0.8642
56485,0,0.3435
56486,0,0.0683
56487,0,0.0234
56488,0,0.0339
56489,1,0.6392
56490,0,0.2948
56491,0,0.0698
56492,1,0.7736
56493,1,0.8108
56494,0,0.0551
56495,1,0.8599
56496,1,0.6517
56497,0,0.4045
56498,0,0.0423
56499,0,0.0103
56500,0,0.0403
56501,0,0.0107
56502,1,0.8094
56503,0,0.0068
56504,0,0.0175
56505,1,0.9582
56506,0,0.0004
56507,0,0.0693
56508,0,0.0436
56509,1,0.8857
56510,0,0.001
56511,0,0.0791
56512,0,0.2462
56513,0,0.1202
56514,1,0.8475
56515,1,0.571
56516,0,0.0321
56517,0,0.0819
56518,1,0.8997
56519,0,0.3206
56520,0,0.0004
56521,0,0.0866
56522,1,0.5642
56523,1,0.8165
56524,1,0.85
56525,0,0.0
56526,0,0.3674
56527,1,0.7686
56528,0,0.0667
56529,0,0.3219
56530,1,0.9038
56531,1,0.5335
56532,0,0.1519
56533,0,0.0829
56534,0,0.2586
56535,0,0.0586
56536,0,0.3687
56537,1,0.5419
56538,0,0.0272
56539,0,0.088
56540,0,0.0028
56541,1,0.9054
56542,1,0.8918
56543,1,0.615
56544,1,0.8559
56545,0,0.1539
56546,0,0.1045
56547,0,0.2027
56548,0,0.0502
56549,1,0.8023
56550,0,0.0993
56551,0,0.0827
56552,1,0.9622
56553,0,0.0764
56554,1,0.6513
56555,0,0.2186
56556,1,0.9607
56557,1,0.9468
56558,1,0.5095
56559,0,0.0869
56560,1,0.9868
56561,0,0.3484
56562,0,0.1229
56563,1,0.8365
56564,0,0.0574
56565,1,0.8902
56566,1,0.7185
56567,0,0.024
56568,0,0.0901
56569,0,0.0874
56570,1,0.9575
56571,0,0.2854
56572,1,0.642
56573,0,0.0155
56574,0,0.2369
56575,0,0.1119
56576,0,0.0023
56577,0,0.4607
56578,0,0.3823
56579,1,0.9632
56580,0,0.0041
56581,0,0.3349
56582,1,0.8295
56583,0,0.2217
56584,0,0.2001
56585,0,0.0202
56586,1,0.8046
56587,0,0.4019
56588,0,0.0799
56589,0,0.0734
56590,0,0.0359
56591,0,0.0013
56592,0,0.0005
56593,1,0.781
56594,0,0.1342
56595,1,0.5919
56596,0,0.0109
56597,1,0.7058
56598,0,0.0008
56599,1,0.7595
56600,0,0.0041
56601,0,0.2286
56602,0,0.0724
56603,0,0.0906
56604,1,0.9623
56605,0,0.4545
56606,0,0.0688
56607,0,0.3249
56608,0,0.4963
56609,0,0.1805
56610,1,0.849
56611,0,0.4978
56612,0,1e-04
56613,1,0.9408
56614,0,0.3513
56615,1,0.9354
56616,1,0.8174
56617,0,0.108
56618,0,0.0937
56619,0,0.0
56620,1,0.7759
56621,0,0.2701
56622,1,0.9449
56623,1,0.768
56624,1,0.9404
56625,1,0.6803
56626,0,0.3345
56627,0,0.4887
56628,0,0.4998
56629,0,0.0855
56630,0,0.1064
56631,0,0.1255
56632,1,0.7523
56633,1,0.6726
56634,1,0.5561
56635,0,0.2626
56636,1,0.5798
56637,0,0.3225
56638,1,0.9883
56639,0,0.2785
56640,0,0.0153
56641,0,0.159
56642,1,0.9196
56643,0,0.3304
56644,0,0.0141
56645,1,0.5869
56646,0,0.1968
56647,1,0.7067
56648,0,0.0207
56649,0,0.0472
56650,1,0.7188
56651,0,0.4173
56652,1,0.7312
56653,1,0.5094
56654,1,0.8377
56655,0,0.032
56656,1,0.9305
56657,0,0.4945
56658,1,0.9694
56659,1,0.7498
56660,1,0.8509
56661,0,0.018
56662,0,0.0534
56663,0,0.1311
56664,0,0.0775
56665,0,0.292
56666,0,0.1929
56667,0,0.0442
56668,0,0.2149
56669,1,0.941
56670,0,0.2608
56671,0,0.4951
56672,1,0.9885
56673,1,0.737
56674,1,0.8478
56675,0,0.1012
56676,0,0.3381
56677,0,0.0017
56678,0,0.0011
56679,1,0.6028
56680,1,0.6854
56681,0,0.0233
56682,1,0.7987
56683,1,0.6921
56684,0,0.2303
56685,0,0.1328
56686,0,1e-04
56687,0,0.0972
56688,1,0.6699
56689,0,0.2789
56690,0,0.0005
56691,0,0.0007
56692,0,0.0132
56693,1,0.7517
56694,0,0.001
56695,1,0.7064
56696,0,0.1728
56697,0,0.2128
56698,1,0.9655
56699,1,0.9668
56700,0,0.2048
56701,0,0.0115
56702,0,0.0635
56703,1,0.8699
56704,0,0.2465
56705,0,0.0643
56706,1,0.7356
56707,0,0.2244
56708,1,0.908
56709,0,0.0876
56710,0,0.439
56711,0,0.1374
56712,0,0.2818
56713,1,0.9076
56714,0,0.0209
56715,0,0.0466
56716,0,0.058
56717,0,0.4181
56718,1,0.9212
56719,0,0.0727
56720,1,0.9735
56721,0,0.473
56722,1,0.9719
56723,0,0.0211
56724,0,0.0059
56725,0,0.1341
56726,0,0.4645
56727,0,0.2015
56728,1,0.9389
56729,0,0.0015
56730,0,0.003
56731,0,0.0008
56732,1,0.8473
56733,0,0.0022
56734,0,0.1114
56735,0,0.1797
56736,0,0.0002
56737,1,0.7137
56738,0,0.2179
56739,1,0.8759
56740,0,0.4935
56741,0,0.0219
56742,0,0.1911
56743,0,0.1051
56744,0,0.0865
56745,1,0.7071
56746,0,0.2273
56747,0,0.0477
56748,0,0.0354
56749,0,0.3043
56750,0,0.1983
56751,0,0.1868
56752,0,0.0353
56753,1,0.5308
56754,0,0.137
56755,0,0.4704
56756,1,0.8061
56757,1,0.9007
56758,0,0.2351
56759,1,0.9516
56760,0,0.1269
56761,0,0.4422
56762,0,0.0799
56763,0,0.2595
56764,1,0.9732
56765,0,0.1349
56766,0,0.0018
56767,0,0.2335
56768,0,0.0578
56769,1,0.9018
56770,0,0.3854
56771,1,0.7453
56772,1,0.7221
56773,1,0.9012
56774,0,0.0161
56775,0,0.3643
56776,1,0.9635
56777,0,0.4258
56778,0,0.0733
56779,0,0.0698
56780,1,0.8258
56781,1,0.7425
56782,0,0.1615
56783,1,0.5892
56784,1,0.8086
56785,0,0.0408
56786,0,0.0416
56787,0,0.0603
56788,0,0.0843
56789,1,0.989
56790,0,0.208
56791,0,0.0722
56792,0,0.0257
56793,1,0.7915
56794,0,0.0627
56795,0,0.0447
56796,1,0.5066
56797,0,0.0585
56798,0,0.4964
56799,0,0.0247
56800,0,0.0539
56801,1,0.5433
56802,0,0.0059
56803,1,0.9259
56804,0,0.1889
56805,0,0.358
56806,1,0.8599
56807,1,0.9409
56808,0,0.3595
56809,1,0.8819
56810,0,0.0201
56811,0,0.29
56812,1,0.962
56813,0,0.0737
56814,1,0.8426
56815,0,0.1043
56816,1,0.9027
56817,0,0.0271
56818,0,0.0541
56819,0,0.1302
56820,0,0.0018
56821,0,0.0051
56822,1,0.7409
56823,0,0.4785
56824,0,0.1949
56825,1,0.9613
56826,1,0.7456
56827,0,0.1045
56828,0,0.1559
56829,1,0.7941
56830,0,0.06
56831,0,0.0067
56832,1,0.9241
56833,0,0.0075
56834,0,0.212
56835,0,0.4625
56836,0,0.0171
56837,1,0.7644
56838,0,0.2715
56839,1,0.6138
56840,1,0.5245
56841,0,0.0122
56842,1,0.5919
56843,0,0.0
56844,0,0.0891
56845,0,0.2093
56846,0,0.0021
56847,1,0.5394
56848,1,0.8461
56849,0,0.2638
56850,0,0.024
56851,0,0.0175
56852,0,0.2822
56853,1,0.9372
56854,1,0.745
56855,0,0.1602
56856,0,0.0778
56857,0,0.1878
56858,0,0.4488
56859,1,0.7675
56860,0,0.1426
56861,1,0.6652
56862,1,0.6181
56863,1,0.5627
56864,0,0.1003
56865,0,0.1462
56866,0,0.151
56867,0,0.3644
56868,1,0.9757
56869,1,0.8079
56870,0,0.1145
56871,1,0.9179
56872,0,0.1585
56873,0,0.0843
56874,0,0.1175
56875,0,0.0073
56876,1,0.7304
56877,0,0.128
56878,1,0.8339
56879,0,0.0114
56880,0,0.0456
56881,0,0.0281
56882,1,0.8263
56883,0,0.0053
56884,1,0.8248
56885,0,0.1078
56886,0,0.3164
56887,0,0.3343
56888,1,0.9843
56889,0,0.0717
56890,0,0.3251
56891,0,0.2342
56892,0,0.0204
56893,0,0.4811
56894,0,0.0008
56895,1,0.5527
56896,0,0.1619
56897,0,0.0245
56898,0,0.18
56899,0,0.0026
56900,0,0.4068
56901,0,0.0643
56902,0,0.3257
56903,0,0.1176
56904,0,0.4014
56905,1,0.7998
56906,0,0.1368
56907,1,0.7966
56908,0,0.0714
56909,1,0.9518
56910,0,0.0563
56911,1,0.9486
56912,0,0.1782
56913,0,0.3966
56914,0,0.0664
56915,0,0.03
56916,0,0.1372
56917,1,0.987
56918,0,0.0697
56919,0,0.0002
56920,0,0.2147
56921,0,0.3942
56922,0,0.181
56923,0,0.0534
56924,1,0.8522
56925,0,0.0009
56926,0,0.0068
56927,1,0.9631
56928,0,0.0397
56929,0,0.0752
56930,0,0.0011
56931,0,0.0011
56932,1,0.7293
56933,0,0.429
56934,1,0.8372
56935,1,0.9274
56936,1,0.8653
56937,1,0.9313
56938,0,0.4308
56939,0,0.4979
56940,1,0.8716
56941,1,0.9658
56942,0,0.1841
56943,0,0.4705
56944,0,0.0642
56945,0,0.0002
56946,0,0.2362
56947,0,0.1395
56948,1,0.5518
56949,0,0.4413
56950,0,0.0842
56951,0,0.0265
56952,0,0.1396
56953,0,0.0469
56954,0,0.0349
56955,0,0.0405
56956,0,0.032
56957,0,0.0968
56958,1,0.8209
56959,0,0.3224
56960,0,0.2992
56961,0,0.0337
56962,0,0.1288
56963,0,0.0258
56964,1,0.8432
56965,0,0.2995
56966,0,0.2599
56967,0,0.0556
56968,1,0.9566
56969,0,0.2965
56970,1,0.8708
56971,1,0.9583
56972,1,0.629
56973,1,0.6642
56974,0,0.0013
56975,1,0.7432
56976,1,0.9538
56977,0,0.2031
56978,0,0.1951
56979,0,0.0616
56980,0,0.0275
56981,0,0.0231
56982,0,0.0677
56983,0,0.0144
56984,0,0.0326
56985,1,0.5046
56986,0,0.0406
56987,0,0.1511
56988,0,0.0042
56989,1,0.9651
56990,1,0.7819
56991,0,0.1714
56992,0,0.4403
56993,1,0.5017
56994,0,0.2659
56995,0,0.2073
56996,0,0.0868
56997,1,0.9354
56998,1,0.5849
56999,0,0.4271
57000,1,0.6049
57001,0,0.0143
57002,0,0.2725
57003,1,0.8453
57004,1,0.5
57005,0,0.0569
57006,1,0.8343
57007,1,0.6913
57008,0,0.0012
57009,0,0.1368
57010,0,0.1029
57011,0,0.0225
57012,1,0.8008
57013,0,0.2746
57014,0,0.2198
57015,0,0.0302
57016,1,0.7574
57017,0,0.0162
57018,1,0.8281
57019,0,0.0792
57020,1,0.7404
57021,0,0.4677
57022,0,0.3633
57023,1,0.9594
57024,1,0.8095
57025,1,0.7964
57026,1,0.7689
57027,1,0.9438
57028,0,0.3443
57029,1,0.528
57030,0,0.2103
57031,1,0.6354
57032,0,0.2517
57033,0,0.0487
57034,0,0.1192
57035,1,0.6766
57036,0,0.0313
57037,1,0.7418
57038,0,0.0006
57039,0,0.0417
57040,1,0.5682
57041,1,0.7244
57042,0,0.1458
57043,0,0.1171
57044,0,0.0041
57045,0,0.1148
57046,1,0.9871
57047,0,0.0049
57048,0,0.143
57049,1,0.5359
57050,0,0.3031
57051,0,0.061
57052,0,0.1411
57053,1,0.8058
57054,0,0.0499
57055,1,0.6185
57056,0,0.0127
57057,1,0.9331
57058,0,0.2567
57059,1,0.6672
57060,1,0.9648
57061,0,0.2772
57062,0,0.003
57063,0,0.0897
57064,0,0.0263
57065,0,0.0769
57066,1,0.606
57067,1,0.7464
57068,1,0.8532
57069,0,0.0604
57070,0,0.1419
57071,0,0.096
57072,0,0.0369
57073,1,0.9073
57074,0,0.2203
57075,1,0.9169
57076,1,0.5816
57077,0,0.0156
57078,1,0.8952
57079,0,0.0051
57080,0,0.1076
57081,1,0.828
57082,0,0.4886
57083,0,0.1089
57084,0,0.2063
57085,0,0.4075
57086,0,0.1193
57087,1,0.8609
57088,0,0.0636
57089,0,0.045
57090,1,0.9555
57091,0,0.0014
57092,1,0.8615
57093,0,0.1214
57094,0,0.0513
57095,1,0.5312
57096,1,0.7583
57097,0,0.1674
57098,0,0.0101
57099,1,0.8654
57100,1,0.964
57101,0,0.0487
57102,0,0.0104
57103,1,0.921
57104,1,0.5108
57105,1,0.669
57106,0,0.0589
57107,0,0.0141
57108,0,0.0016
57109,0,0.1682
57110,0,0.448
57111,1,0.946
57112,0,0.0249
57113,0,0.1999
57114,1,0.6728
57115,1,0.8997
57116,0,0.002
57117,0,0.0401
57118,0,0.1272
57119,0,0.3725
57120,1,0.8571
57121,0,0.0505
57122,0,0.0203
57123,0,1e-04
57124,0,0.0206
57125,1,0.7952
57126,0,0.0196
57127,0,0.036
57128,0,0.0033
57129,0,0.368
57130,1,0.8283
57131,1,0.511
57132,0,0.1393
57133,1,0.5992
57134,0,0.1776
57135,0,0.1982
57136,0,0.0369
57137,0,0.0021
57138,0,0.0208
57139,0,0.0331
57140,1,0.7176
57141,0,0.0824
57142,1,0.5531
57143,0,0.004
57144,1,0.9279
57145,1,0.7542
57146,0,0.4131
57147,0,0.0004
57148,0,0.2064
57149,0,0.2722
57150,1,0.5028
57151,0,0.0624
57152,1,0.7317
57153,0,0.2353
57154,0,0.0425
57155,1,0.9637
57156,0,0.4141
57157,0,0.4899
57158,1,0.5914
57159,0,0.1375
57160,1,0.6161
57161,1,0.9086
57162,0,0.2961
57163,1,0.6661
57164,0,0.1525
57165,0,0.0325
57166,0,0.3241
57167,0,0.0625
57168,0,0.1975
57169,0,0.4762
57170,0,0.2755
57171,0,0.0152
57172,1,0.8329
